<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20111230,000000,7492.4500000,7624.7300000,7483.6300000,7561.9000000,14837
20120102,000000,7614.8100000,7770.2300000,7614.8100000,7680.9500000,3760
20120103,000000,7686.4600000,7802.2000000,7654.4900000,7682.0500000,32917
20120104,000000,7683.1500000,7898.1000000,7539.8500000,7650.0800000,39902
20120105,000000,7648.9800000,7655.5900000,7461.5800000,7579.5300000,40072
20120106,000000,7579.5300000,7600.4800000,7481.4300000,7567.4100000,29373
20120108,000000,7571.8200000,7575.1200000,7447.2500000,7485.8400000,6952
20120109,000000,7484.7300000,7599.3700000,7478.1200000,7588.3500000,30995
20120110,000000,7592.7600000,7754.8000000,7566.3000000,7701.8900000,35349
20120111,000000,7701.8900000,7840.7800000,7667.7200000,7806.6100000,45556
20120112,000000,7805.5100000,8093.2100000,7805.5100000,8006.1300000,57865
20120113,000000,8005.0300000,8132.9000000,7890.3900000,8042.5100000,44271
20120115,000000,8011.6400000,8013.8500000,7923.4600000,8007.2300000,4429
20120116,000000,8008.3300000,8261.8700000,7998.4100000,8253.0500000,20295
20120117,000000,8255.2500000,8287.2200000,8158.2500000,8250.8400000,39452
20120118,000000,8250.8400000,8396.3500000,8147.2300000,8339.0300000,41199
20120119,000000,8342.3400000,8452.5700000,8310.3700000,8388.6300000,39317
20120120,000000,8390.8400000,8406.2700000,8225.4900000,8259.6600000,33499
20120122,000000,8269.5800000,8293.8300000,8207.8500000,8250.8400000,2093
20120123,000000,8254.1500000,8420.6000000,8205.6500000,8388.6300000,30103
20120124,000000,8390.8400000,8464.6900000,8266.2800000,8428.3200000,42875
20120125,000000,8431.6200000,8507.6800000,8289.4200000,8459.1800000,44858
20120126,000000,8459.1800000,8621.2200000,8454.7700000,8542.9600000,31021
20120127,000000,8544.0600000,8684.0500000,8516.5000000,8580.4400000,35818
20120129,000000,8584.8500000,8584.8500000,8438.2400000,8442.6500000,7847
20120130,000000,8442.6500000,8516.5000000,8371.0000000,8428.3200000,39410
20120131,000000,8431.6200000,8545.1600000,8300.4500000,8331.3100000,48179
20120201,000000,8331.3100000,8483.4300000,8296.0400000,8434.9300000,43289
20120202,000000,8436.0300000,8490.0500000,8304.8600000,8386.4300000,43951
20120203,000000,8387.5300000,8630.0400000,8339.0300000,8610.2000000,42047
20120205,000000,8601.3800000,8602.4800000,8534.1400000,8555.0800000,4961
20120206,000000,8556.1900000,8578.2300000,8439.3400000,8468.0000000,36120
20120207,000000,8466.9000000,8594.7700000,8364.3800000,8593.6600000,45978
20120208,000000,8593.6600000,8675.2400000,8538.5500000,8583.7400000,47141
20120209,000000,8583.7400000,8795.3900000,8553.9800000,8705.0000000,53474
20120210,000000,8703.9000000,8722.6300000,8471.3100000,8486.7400000,43968
20120212,000000,8544.0600000,8615.7100000,8524.2200000,8573.8200000,7175
20120213,000000,8572.7200000,8609.1000000,8411.7800000,8433.8300000,38783
20120214,000000,8434.9300000,8567.2100000,8342.3400000,8520.9100000,48602
20120215,000000,8523.1200000,8523.1200000,8249.7400000,8262.9700000,47153
20120216,000000,8264.0700000,8439.3400000,8217.7700000,8419.5000000,46402
20120217,000000,8418.4000000,8448.1600000,8142.8200000,8196.8300000,41674
20120219,000000,8278.4000000,8401.8600000,8269.5800000,8303.7500000,11004
20120220,000000,8300.4500000,8368.7900000,8210.0600000,8351.1500000,24538
20120221,000000,8353.3600000,8487.8400000,8296.0400000,8450.3600000,43759
20120222,000000,8452.5700000,8491.1500000,8364.3800000,8401.8600000,36886
20120223,000000,8400.7600000,8464.6900000,8319.1900000,8352.2600000,42343
20120224,000000,8351.1500000,8559.4900000,8339.0300000,8513.1900000,37229
20120226,000000,8519.8100000,8538.5500000,8475.7200000,8529.7300000,5530
20120227,000000,8530.8300000,8576.0300000,8429.4200000,8559.4900000,29418
20120228,000000,8561.7000000,8705.0000000,8559.4900000,8626.7300000,9399
20120229,000000,8626.7300000,8713.8200000,8377.6100000,8538.5500000,9891
20120301,000000,8538.5500000,8707.2000000,8484.5300000,8669.7200000,44748
20120302,000000,8671.9300000,8696.1800000,8573.8200000,8613.5100000,31542
20120304,000000,8607.9900000,8669.7200000,8584.8500000,8592.5600000,6032
20120305,000000,8592.5600000,8611.3000000,8455.8700000,8476.8200000,39812
20120306,000000,8476.8200000,8487.8400000,8224.3900000,8303.7500000,52299
20120307,000000,8304.8600000,8363.2800000,8188.0100000,8351.1500000,44669
20120308,000000,8350.0500000,8445.9500000,8310.3700000,8431.6200000,41429
20120309,000000,8430.5200000,8548.4700000,8351.1500000,8497.7600000,42263
20120311,000000,8498.8600000,8520.9100000,8447.0600000,8465.8000000,5624
20120312,000000,8464.6900000,8530.8300000,8415.0900000,8524.2200000,31101
20120313,000000,8525.3200000,8638.8600000,8503.2700000,8576.0300000,45580
20120314,000000,8576.0300000,8577.1300000,8433.8300000,8452.5700000,38971
20120315,000000,8450.3600000,8604.6900000,8432.7300000,8566.1100000,40020
20120316,000000,8563.9000000,8686.2600000,8526.4200000,8563.9000000,38674
20120318,000000,8563.9000000,8571.6200000,8519.8100000,8536.3400000,4550
20120319,000000,8535.2400000,8641.0600000,8498.8600000,8565.0000000,35012
20120320,000000,8565.0000000,8599.1800000,8407.3700000,8486.7400000,38746
20120321,000000,8487.8400000,8517.6000000,8389.7400000,8395.2500000,35289
20120322,000000,8396.3500000,8415.0900000,8272.8900000,8351.1500000,45936
20120323,000000,8353.3600000,8432.7300000,8294.9400000,8394.1400000,40291
20120325,000000,8389.7400000,8449.2600000,8386.4300000,8415.0900000,3780
20120326,000000,8415.0900000,8596.9700000,8366.5900000,8558.3900000,38601
20120327,000000,8558.3900000,8606.8900000,8494.4600000,8496.6600000,33724
20120328,000000,8495.5600000,8510.9900000,8339.0300000,8364.3800000,44781
20120329,000000,8364.3800000,8417.2900000,8293.8300000,8402.9600000,45969
20120330,000000,8400.7600000,8492.2500000,8393.0400000,8430.5200000,31467
20120401,000000,8487.8400000,8548.4700000,8483.4300000,8510.9900000,3682
20120402,000000,8512.0900000,8669.7200000,8440.4400000,8632.2400000,46895
20120403,000000,8632.2400000,8725.9400000,8519.8100000,8523.1200000,40250
20120404,000000,8523.1200000,8556.1900000,8330.2100000,8380.9200000,48262
20120405,000000,8383.1200000,8437.1300000,8321.3900000,8373.2000000,32948
20120406,000000,8367.6900000,8367.6900000,8367.6900000,8367.6900000,1
20120408,000000,8331.3100000,8376.5100000,8305.9600000,8361.0700000,6005
20120409,000000,8359.9700000,8366.5900000,8168.1700000,8254.1500000,39237
20120410,000000,8254.1500000,8288.3200000,8032.5800000,8072.2700000,69465
20120411,000000,8071.1700000,8087.7000000,8003.9200000,8062.3500000,48321
20120412,000000,8064.5500000,8225.4900000,8062.3500000,8131.7900000,55037
20120413,000000,8131.7900000,8153.8400000,7948.8100000,7974.1600000,52222
20120415,000000,7996.2100000,7996.2100000,7868.3400000,7870.5400000,6685
20120416,000000,7872.7500000,8023.7700000,7868.3400000,7958.7300000,53639
20120417,000000,7959.8300000,8084.3900000,7902.5100000,8065.6500000,47561
20120418,000000,8065.6500000,8100.9300000,7963.1400000,7992.9000000,40494
20120419,000000,7992.9000000,8057.9400000,7931.1700000,8032.5800000,44494
20120420,000000,8033.6900000,8184.7000000,8010.5400000,8134.0000000,40636
20120422,000000,8128.4900000,8139.5100000,8063.4500000,8086.6000000,7273
20120423,000000,8086.6000000,8087.7000000,7944.4000000,8030.3800000,51077
20120424,000000,8031.4800000,8130.6900000,8019.3600000,8093.2100000,38314
20120425,000000,8093.2100000,8190.2200000,8077.7800000,8160.4500000,43267
20120426,000000,8160.4500000,8344.5400000,8124.0800000,8308.1600000,36543
20120427,000000,8308.1600000,8458.0800000,8264.0700000,8447.0600000,10610
20120429,000000,8445.9500000,8476.8200000,8444.8500000,8472.4100000,445
20120430,000000,8471.3100000,8507.6800000,8376.5100000,8423.9100000,5354
20120501,000000,8423.9100000,8499.9700000,8399.6600000,8427.2100000,35225
20120502,000000,8427.2100000,8451.4600000,8303.7500000,8320.2900000,42421
20120503,000000,8321.3900000,8339.0300000,8216.6700000,8260.7600000,42411
20120504,000000,8260.7600000,8278.4000000,8162.6600000,8205.6500000,42882
20120506,000000,8173.6800000,8176.9900000,8083.2900000,8121.8700000,6777
20120507,000000,8121.8700000,8330.2100000,8109.7500000,8254.1500000,34586
20120508,000000,8251.9500000,8261.8700000,8053.5300000,8054.6300000,55839
20120509,000000,8053.5300000,8125.1800000,7958.7300000,8120.7700000,66185
20120510,000000,8119.6700000,8186.9100000,8032.5800000,8078.8800000,49977
20120511,000000,8076.6800000,8103.1300000,7973.0600000,8000.6200000,43478
20120513,000000,8042.5100000,8100.9300000,7954.3200000,7968.6500000,14463
20120514,000000,7967.5500000,7977.4700000,7718.4200000,7775.7400000,61638
20120515,000000,7772.4400000,7845.1900000,7665.5100000,7674.3300000,59483
20120516,000000,7671.0200000,7736.0600000,7603.7800000,7723.9400000,60658
20120517,000000,7723.9400000,7763.6200000,7612.6000000,7641.2600000,56050
20120518,000000,7640.1600000,7751.4900000,7565.2000000,7599.3700000,48075
20120520,000000,7605.9900000,7720.6300000,7575.1200000,7707.4000000,11486
20120521,000000,7707.4000000,7800.0000000,7662.2100000,7732.7500000,43385
20120522,000000,7733.8600000,7768.0300000,7599.3700000,7599.3700000,49898
20120523,000000,7599.3700000,7645.6700000,7465.9900000,7527.7200000,63336
20120524,000000,7526.6200000,7609.2900000,7505.6800000,7548.6700000,51698
20120525,000000,7546.4600000,7644.5700000,7534.3400000,7600.4800000,34859
20120527,000000,7603.7800000,7702.9900000,7602.6800000,7677.6400000,6586
20120528,000000,7679.8400000,7710.7100000,7630.2400000,7655.5900000,17455
20120529,000000,7654.4900000,7734.9600000,7560.7900000,7580.6300000,56427
20120530,000000,7578.4300000,7601.5800000,7394.3400000,7431.8200000,66080
20120531,000000,7431.8200000,7507.8800000,7366.7800000,7438.4400000,64868
20120601,000000,7437.3300000,7442.8400000,7275.2900000,7312.7700000,68914
20120603,000000,7305.0600000,7345.8400000,7141.9100000,7150.7300000,11383
20120604,000000,7146.3200000,7392.1400000,7138.6100000,7375.6000000,44030
20120605,000000,7375.6000000,7388.8300000,7226.7900000,7355.7600000,38295
20120606,000000,7355.7600000,7456.0700000,7326.0000000,7414.1800000,51447
20120607,000000,7413.0800000,7563.0000000,7280.8000000,7334.8200000,75916
20120608,000000,7331.5100000,7340.3300000,7194.8200000,7306.1600000,47295
20120610,000000,7479.2200000,7495.7600000,7392.1400000,7415.2900000,9527
20120611,000000,7413.0800000,7447.2500000,7281.9100000,7317.1800000,46153
20120612,000000,7317.1800000,7404.2600000,7290.7300000,7378.9100000,45693
20120613,000000,7378.9100000,7428.5100000,7292.9300000,7387.7300000,44649
20120614,000000,7386.6300000,7465.9900000,7326.0000000,7437.3300000,39789
20120615,000000,7438.4400000,7538.7500000,7426.3100000,7524.4200000,40513
20120617,000000,7590.5600000,7666.6200000,7494.6500000,7540.9500000,8191
20120618,000000,7542.0500000,7549.7700000,7424.1100000,7497.9600000,43497
20120619,000000,7499.0600000,7582.8400000,7436.2300000,7547.5600000,41372
20120620,000000,7547.5600000,7568.5100000,7384.4200000,7391.0400000,51552
20120621,000000,7392.1400000,7406.4700000,7251.0400000,7251.0400000,54160
20120622,000000,7251.0400000,7312.7700000,7179.3900000,7307.2600000,39725
20120624,000000,7290.7300000,7345.8400000,7264.2700000,7339.2300000,5888
20120625,000000,7339.2300000,7359.0700000,7227.8900000,7319.3900000,41288
20120626,000000,7319.3900000,7332.6100000,7264.2700000,7292.9300000,33289
20120627,000000,7291.8300000,7405.3700000,7267.5800000,7391.0400000,31896
20120628,000000,7389.9300000,7469.3000000,7301.7500000,7451.6600000,16414
20120629,000000,7450.5600000,7749.2900000,7447.2500000,7721.7300000,60919
20120701,000000,7705.2000000,7721.7300000,7611.5000000,7635.7500000,8180
20120702,000000,7634.6500000,7823.1400000,7614.8100000,7780.1500000,44972
20120703,000000,7780.1500000,7840.7800000,7740.4700000,7761.4100000,41951
20120704,000000,7757.0100000,7796.6900000,7708.5000000,7728.3400000,15140
20120705,000000,7729.4500000,7804.4000000,7648.9800000,7655.5900000,46785
20120706,000000,7655.5900000,7693.0700000,7506.7800000,7525.5200000,36210
20120708,000000,7523.3100000,7556.3800000,7488.0400000,7536.5400000,7072
20120709,000000,7535.4400000,7583.9400000,7499.0600000,7547.5600000,27347
20120710,000000,7547.5600000,7575.1200000,7456.0700000,7479.2200000,36834
20120711,000000,7475.9100000,7611.5000000,7472.6100000,7533.2300000,41260
20120712,000000,7526.6200000,7594.9600000,7461.5800000,7572.9200000,39357
20120713,000000,7572.9200000,7732.7500000,7570.7100000,7697.4800000,35379
20120715,000000,7725.0400000,7733.8600000,7662.2100000,7687.5600000,5184
20120716,000000,7683.1500000,7743.7800000,7640.1600000,7730.5500000,28735
20120717,000000,7731.6500000,7733.8600000,7567.4100000,7628.0300000,37933
20120718,000000,7625.8300000,7701.8900000,7572.9200000,7689.7600000,27631
20120719,000000,7690.8700000,7815.4300000,7679.8400000,7744.8800000,51206
20120720,000000,7743.7800000,7748.1900000,7535.4400000,7594.9600000,51762
20120722,000000,7578.4300000,7593.8600000,7493.5500000,7496.8600000,7971
20120723,000000,7496.8600000,7504.5700000,7367.8900000,7488.0400000,54464
20120724,000000,7485.8400000,7499.0600000,7360.1700000,7417.4900000,50192
20120725,000000,7418.5900000,7504.5700000,7345.8400000,7439.5400000,49176
20120726,000000,7435.1300000,7579.5300000,7393.2400000,7520.0100000,63338
20120727,000000,7518.9000000,7581.7400000,7504.5700000,7574.0200000,37328
20120729,000000,7559.6900000,7618.1100000,7551.9700000,7600.4800000,6315
20120730,000000,7594.9600000,7601.5800000,7501.2700000,7559.6900000,36486
20120731,000000,7556.3800000,7621.4200000,7478.1200000,7539.8500000,44517
20120801,000000,7539.8500000,7544.2600000,7375.6000000,7436.2300000,41765
20120802,000000,7436.2300000,7459.3800000,7249.9400000,7275.2900000,68090
20120803,000000,7291.8300000,7438.4400000,7271.9900000,7418.5900000,43552
20120805,000000,7418.5900000,7438.4400000,7402.0600000,7420.8000000,4038
20120806,000000,7419.7000000,7654.4900000,7372.3000000,7457.1700000,33280
20120807,000000,7457.1700000,7603.7800000,7438.4400000,7536.5400000,43801
20120808,000000,7535.4400000,7589.4500000,7502.3700000,7587.2500000,36169
20120809,000000,7586.1500000,7590.5600000,7479.2200000,7479.2200000,32113
20120810,000000,7480.3200000,7510.0900000,7408.6700000,7507.8800000,31223
20120812,000000,7495.7600000,7500.1700000,7465.9900000,7471.5100000,3411
20120813,000000,7471.5100000,7473.7100000,7355.7600000,7368.9900000,36606
20120814,000000,7370.0900000,7451.6600000,7359.0700000,7411.9800000,31497
20120815,000000,7407.5700000,7435.1300000,7350.2500000,7399.8500000,30894
20120816,000000,7398.7500000,7467.1000000,7366.7800000,7446.1500000,28240
20120817,000000,7449.4600000,7549.7700000,7442.8400000,7524.4200000,30143
20120819,000000,7543.1600000,7545.3600000,7479.2200000,7501.2700000,4814
20120820,000000,7502.3700000,7515.6000000,7393.2400000,7467.1000000,35817
20120821,000000,7467.1000000,7642.3600000,7461.5800000,7601.5800000,52876
20120822,000000,7602.6800000,7699.6800000,7567.4100000,7672.1300000,46797
20120823,000000,7671.0200000,7742.6800000,7629.1400000,7634.6500000,44075
20120824,000000,7630.2400000,7704.0900000,7619.2200000,7677.6400000,33687
20120826,000000,7666.6200000,7729.4500000,7660.0000000,7704.0900000,4109
20120827,000000,7701.8900000,7714.0100000,7596.0700000,7602.6800000,20689
20120828,000000,7601.5800000,7652.2900000,7589.4500000,7613.7000000,25463
20120829,000000,7608.1900000,7613.7000000,7544.2600000,7565.2000000,22023
20120830,000000,7565.2000000,7690.8700000,7561.9000000,7610.4000000,9875
20120831,000000,7609.2900000,7645.6700000,7505.6800000,7631.3400000,40436
20120902,000000,7628.0300000,7683.1500000,7567.4100000,7682.0500000,7139
20120903,000000,7679.8400000,7716.2200000,7656.6900000,7689.7600000,17897
20120904,000000,7689.7600000,7702.9900000,7632.4400000,7647.8800000,29644
20120905,000000,7645.6700000,7791.1800000,7598.2700000,7741.5700000,55516
20120906,000000,7739.3700000,7802.2000000,7699.6800000,7774.6400000,47548
20120907,000000,7774.6400000,8052.4300000,7766.9300000,8028.1800000,64732
20120909,000000,8034.7900000,8084.3900000,8009.4400000,8083.2900000,10535
20120910,000000,8082.1900000,8157.1500000,8043.6100000,8070.0600000,49221
20120911,000000,8071.1700000,8184.7000000,8054.6300000,8147.2300000,40199
20120912,000000,8146.1200000,8226.5900000,8076.6800000,8146.1200000,44622
20120913,000000,8147.2300000,8412.8800000,8065.6500000,8387.5300000,54381
20120914,000000,8386.4300000,8461.3900000,8371.0000000,8439.3400000,41451
20120916,000000,8428.3200000,8443.7500000,8365.4800000,8380.9200000,6655
20120917,000000,8380.9200000,8402.9600000,8216.6700000,8332.4100000,48336
20120918,000000,8331.3100000,8409.5800000,8255.2500000,8408.4700000,46684
20120919,000000,8408.4700000,8464.6900000,8281.7100000,8286.1200000,47401
20120920,000000,8286.1200000,8375.4100000,8231.0000000,8369.8900000,45246
20120921,000000,8369.8900000,8398.5500000,8312.5700000,8312.5700000,37512
20120923,000000,8333.5200000,8333.5200000,8223.2900000,8259.6600000,8896
20120924,000000,8260.7600000,8293.8300000,8191.3200000,8264.0700000,35061
20120925,000000,8265.1700000,8342.3400000,8215.5700000,8238.7200000,41951
20120926,000000,8237.6200000,8258.5600000,8114.1600000,8195.7300000,45083
20120927,000000,8193.5200000,8320.2900000,8168.1700000,8283.9100000,44527
20120928,000000,8283.9100000,8326.9000000,8253.0500000,8275.0900000,37114
20120930,000000,8268.4800000,8269.5800000,8204.5500000,8225.4900000,4174
20121001,000000,8226.5900000,8373.2000000,8211.1600000,8328.0100000,41950
20121002,000000,8324.7000000,8427.2100000,8307.0600000,8328.0100000,33562
20121003,000000,8326.9000000,8355.5600000,8291.6300000,8341.2300000,35330
20121004,000000,8341.2300000,8406.2700000,8321.3900000,8377.6100000,34223
20121005,000000,8376.5100000,8399.6600000,8267.3800000,8302.6500000,36619
20121007,000000,8311.4700000,8311.4700000,8217.7700000,8227.6900000,8629
20121008,000000,8227.6900000,8311.4700000,8161.5600000,8262.9700000,33985
20121009,000000,8262.9700000,8266.2800000,8164.8600000,8181.4000000,37373
20121010,000000,8183.6000000,8223.2900000,8139.5100000,8211.1600000,40784
20121011,000000,8212.2600000,8330.2100000,8188.0100000,8237.6200000,40934
20121012,000000,8234.3100000,8259.6600000,8141.7100000,8156.0400000,35378
20121014,000000,8163.7600000,8163.7600000,8038.1000000,8119.6700000,11987
20121015,000000,8120.7700000,8192.4200000,8071.1700000,8188.0100000,37893
20121016,000000,8189.1100000,8216.6700000,8126.2800000,8179.1900000,30223
20121017,000000,8176.9900000,8300.4500000,8131.7900000,8287.2200000,47296
20121018,000000,8283.9100000,8288.3200000,8186.9100000,8188.0100000,36741
20121019,000000,8186.9100000,8194.6300000,7996.2100000,8007.2300000,51809
20121021,000000,8019.3600000,8046.9100000,7963.1400000,8040.3000000,9034
20121022,000000,8042.5100000,8052.4300000,7955.4200000,7963.1400000,37921
20121023,000000,7964.2400000,7978.5700000,7822.0400000,7904.7200000,51336
20121024,000000,7904.7200000,7931.1700000,7820.9400000,7883.7700000,40357
20121025,000000,7884.8700000,7909.1200000,7800.0000000,7820.9400000,43180
20121026,000000,7819.8400000,7867.2400000,7766.9300000,7848.5000000,37246
20121028,000000,7850.7000000,7854.0100000,7805.5100000,7839.6800000,4261
20121029,000000,7838.5800000,7840.7800000,7676.5400000,7727.2400000,30610
20121030,000000,7727.2400000,7804.4000000,7715.1200000,7786.7700000,25472
20121031,000000,7791.1800000,7847.4000000,7733.8600000,7794.4800000,43043
20121101,000000,7793.3800000,7868.3400000,7781.2600000,7795.5900000,39189
20121102,000000,7793.3800000,7818.7300000,7655.5900000,7679.8400000,41769
20121104,000000,7675.4300000,7721.7300000,7628.0300000,7635.7500000,9136
20121105,000000,7639.0600000,7693.0700000,7602.6800000,7687.5600000,34980
20121106,000000,7686.4600000,7806.6100000,7662.2100000,7753.7000000,42349
20121107,000000,7754.8000000,7813.2200000,7561.9000000,7621.4200000,58588
20121108,000000,7622.5200000,7698.5800000,7571.8200000,7672.1300000,39087
20121109,000000,7672.1300000,7676.5400000,7502.3700000,7593.8600000,42059
20121111,000000,7601.5800000,7631.3400000,7560.7900000,7615.9100000,10336
20121112,000000,7615.9100000,7662.2100000,7579.5300000,7596.0700000,30734
20121113,000000,7594.9600000,7719.5300000,7543.1600000,7672.1300000,41669
20121114,000000,7673.2300000,7698.5800000,7586.1500000,7651.1800000,38262
20121115,000000,7651.1800000,7669.9200000,7596.0700000,7637.9500000,30199
20121116,000000,7636.8500000,7647.8800000,7545.3600000,7609.2900000,36087
20121118,000000,7610.4000000,7680.9500000,7599.3700000,7655.5900000,6800
20121119,000000,7655.5900000,7805.5100000,7654.4900000,7759.2100000,44870
20121120,000000,7758.1100000,7792.2800000,7683.1500000,7707.4000000,38728
20121121,000000,7708.5000000,7753.7000000,7653.3900000,7731.6500000,35183
20121122,000000,7731.6500000,7750.3900000,7673.2300000,7688.6600000,10715
20121123,000000,7688.6600000,7783.4600000,7688.6600000,7780.1500000,22316
20121125,000000,7784.5600000,7809.9200000,7743.7800000,7773.5400000,4928
20121126,000000,7774.6400000,7833.0700000,7730.5500000,7797.7900000,36860
20121127,000000,7796.6900000,7830.8600000,7754.8000000,7770.2300000,34485
20121128,000000,7769.1300000,7798.8900000,7674.3300000,7792.2800000,34031
20121129,000000,7791.1800000,7979.6700000,7784.5600000,7971.9600000,15435
20121130,000000,7971.9600000,8050.2200000,7952.1200000,8031.4800000,46039
20121202,000000,8031.4800000,8085.5000000,8023.7700000,8056.8400000,7619
20121203,000000,8056.8400000,8075.5700000,8010.5400000,8020.4600000,37739
20121204,000000,8018.2500000,8120.7700000,8013.8500000,8114.1600000,43532
20121205,000000,8113.0500000,8143.9200000,8055.7300000,8079.9800000,39831
20121206,000000,8079.9800000,8132.9000000,8009.4400000,8038.1000000,44791
20121207,000000,8038.1000000,8110.8500000,8025.9700000,8077.7800000,30307
20121209,000000,8085.5000000,8152.7400000,8060.1400000,8143.9200000,8854
20121210,000000,8142.8200000,8199.0300000,8119.6700000,8158.2500000,35101
20121211,000000,8158.2500000,8170.3700000,8118.5700000,8131.7900000,24840
20121212,000000,8132.9000000,8203.4400000,8100.9300000,8127.3800000,40642
20121213,000000,8127.3800000,8137.3000000,8053.5300000,8118.5700000,37453
20121214,000000,8118.5700000,8145.0200000,8085.5000000,8109.7500000,21843
20121216,000000,8120.7700000,8141.7100000,8076.6800000,8130.6900000,9495
20121217,000000,8130.6900000,8138.4100000,8041.4000000,8097.6200000,33918
20121218,000000,8096.5200000,8107.5400000,8024.8700000,8057.9400000,33963
20121219,000000,8059.0400000,8066.7600000,7895.9000000,7901.4100000,50614
20121220,000000,7901.4100000,7927.8600000,7766.9300000,7842.9900000,54323
20121221,000000,7844.0900000,7891.4900000,7793.3800000,7855.1100000,27503
20121223,000000,7849.6000000,7888.1800000,7840.7800000,7888.1800000,3367
20121224,000000,7888.1800000,7890.3900000,7815.4300000,7830.8600000,9941
20121225,000000,7868.3400000,7890.3900000,7848.5000000,7860.6200000,3597
20121226,000000,7860.6200000,7965.3400000,7850.7000000,7934.4800000,20198
20121227,000000,7934.4800000,7986.2900000,7916.8400000,7963.1400000,22466
20121228,000000,7963.1400000,7977.4700000,7905.8200000,7922.3500000,17115
20121230,000000,7910.2300000,7996.2100000,7895.9000000,7971.9600000,6686
20121231,000000,7973.0600000,8057.9400000,7936.6800000,8046.9100000,17074
20130101,000000,8049.1200000,8117.4600000,8033.6900000,8115.2600000,3732
20130102,000000,8114.1600000,8287.2200000,8105.3400000,8272.8900000,44680
20130103,000000,8272.8900000,8287.2200000,8093.2100000,8115.2600000,46473
20130104,000000,8115.2600000,8172.5800000,8096.5200000,8159.3500000,34375
20130106,000000,8164.8600000,8186.9100000,8104.2400000,8110.8500000,6360
20130107,000000,8109.7500000,8138.4100000,8052.4300000,8109.7500000,32642
20130108,000000,8108.6400000,8129.5900000,8068.9600000,8098.7200000,27768
20130109,000000,8098.7200000,8173.6800000,8078.8800000,8128.4900000,36303
20130110,000000,8128.4900000,8196.8300000,8126.2800000,8140.6100000,40511
20130111,000000,8140.6100000,8147.2300000,8051.3200000,8073.3700000,36586
20130113,000000,8067.8600000,8132.9000000,8067.8600000,8122.9700000,6203
20130114,000000,8122.9700000,8128.4900000,8002.8200000,8002.8200000,44027
20130115,000000,8002.8200000,8036.9900000,7949.9100000,8002.8200000,48508
20130116,000000,8005.0300000,8028.1800000,7935.5800000,7963.1400000,42119
20130117,000000,7963.1400000,8098.7200000,7954.3200000,8091.0100000,45157
20130118,000000,8089.9000000,8151.6300000,8073.3700000,8105.3400000,32575
20130120,000000,8121.8700000,8121.8700000,8081.0900000,8084.3900000,3690
20130121,000000,8084.3900000,8147.2300000,8073.3700000,8142.8200000,14313
20130122,000000,8143.9200000,8178.0900000,8111.9500000,8135.1000000,34647
20130123,000000,8136.2000000,8182.5000000,8094.3100000,8098.7200000,36940
20130124,000000,8098.7200000,8149.4300000,8071.1700000,8135.1000000,35813
20130125,000000,8134.0000000,8156.0400000,8025.9700000,8067.8600000,39144
20130127,000000,8060.1400000,8086.6000000,8056.8400000,8076.6800000,5811
20130128,000000,8075.5700000,8106.4400000,8034.7900000,8091.0100000,30881
20130129,000000,8093.2100000,8175.8900000,8052.4300000,8164.8600000,48329
20130130,000000,8165.9600000,8280.6100000,8159.3500000,8262.9700000,54309
20130131,000000,8262.9700000,8316.9800000,8194.6300000,8237.6200000,57290
20130201,000000,8236.5100000,8346.7400000,8203.4400000,8336.8200000,47903
20130203,000000,8343.4400000,8361.0700000,8322.4900000,8342.3400000,7244
20130204,000000,8342.3400000,8348.9500000,8293.8300000,8307.0600000,37802
20130205,000000,8304.8600000,8340.1300000,8282.8100000,8312.5700000,33344
20130206,000000,8312.5700000,8319.1900000,8225.4900000,8264.0700000,37353
20130207,000000,8265.1700000,8283.9100000,8203.4400000,8257.4600000,42867
20130208,000000,8258.5600000,8321.3900000,8229.9000000,8283.9100000,30978
20130210,000000,8294.9400000,8309.2700000,8281.7100000,8299.3500000,1707
20130211,000000,8299.3500000,8307.0600000,8174.7800000,8200.1400000,32334
20130212,000000,8200.1400000,8275.0900000,8178.0900000,8266.2800000,23925
20130213,000000,8265.1700000,8293.8300000,8214.4700000,8259.6600000,27756
20130214,000000,8260.7600000,8270.6800000,8217.7700000,8251.9500000,24546
20130215,000000,8250.8400000,8273.9900000,8199.0300000,8255.2500000,34526
20130217,000000,8254.1500000,8259.6600000,8165.9600000,8174.7800000,7891
20130218,000000,8174.7800000,8183.6000000,8109.7500000,8126.2800000,21720
20130219,000000,8125.1800000,8125.1800000,8034.7900000,8064.5500000,51818
20130220,000000,8063.4500000,8079.9800000,7861.7300000,7877.1600000,65972
20130221,000000,7877.1600000,7914.6400000,7797.7900000,7911.3300000,61419
20130222,000000,7911.3300000,7912.4300000,7771.3400000,7809.9200000,38270
20130224,000000,7809.9200000,7830.8600000,7790.0700000,7828.6600000,8632
20130225,000000,7828.6600000,7874.9500000,7753.7000000,7823.1400000,41231
20130226,000000,7824.2500000,7887.0800000,7750.3900000,7871.6500000,35271
20130227,000000,7870.5400000,7938.8900000,7812.1200000,7928.9700000,15785
20130228,000000,7928.9700000,7941.0900000,7765.8200000,7774.6400000,58349
20130301,000000,7775.7400000,7798.8900000,7655.5900000,7749.2900000,54821
20130303,000000,7720.6300000,7766.9300000,7677.6400000,7698.5800000,14055
