<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150608,000000,5950.2963700,5981.1611900,5913.9199700,5976.7519300,28385
20150609,000000,5976.7519300,6030.7653700,5941.4778500,5998.7982300,37311
20150610,000000,5999.9005500,6100.2112100,5978.9565600,6041.7885200,40446
20150611,000000,6040.6862000,6048.4024000,5858.8042200,5896.2829400,57491
20150612,000000,5896.2829400,5917.2269200,5864.3158000,5899.5898800,26389
20150614,000000,5898.4875700,5910.6130300,5874.2366400,5877.5435800,3613
20150615,000000,5876.4412700,5880.8505200,5788.2560600,5853.2926500,33829
20150616,000000,5852.1903400,5854.3949700,5755.1866100,5761.8005100,33159
20150617,000000,5761.8005050,5825.7347750,5727.6287400,5815.8139400,36457
20150618,000000,5815.8139400,5820.2232000,5732.0380000,5748.5727250,35660
20150619,000000,5748.5727250,5762.9028200,5639.4435400,5673.6153050,29673
20150621,000000,5670.3083600,5675.8199350,5653.7736350,5668.1037300,1387
20150622,000000,5668.1037300,5767.3120800,5642.7504850,5736.4472600,29339
20150623,000000,5736.4472600,5797.0745850,5707.7870700,5760.6981900,33834
20150624,000000,5759.5958750,5840.0648700,5730.9356850,5792.6653250,43968
20150625,000000,5792.6653250,5815.8139400,5718.8102200,5791.5630100,25358
20150626,000000,5790.4606950,5851.0880200,5777.2329150,5842.2695000,15517
20150628,000000,5814.7116250,5834.5532950,5795.9722700,5811.4046800,563
20150629,000000,5814.7116250,5864.3158000,5779.4375450,5805.8931050,3172
20150630,000000,5806.9954200,5833.4509800,5719.9125350,5768.4143950,3597
20150701,000000,5768.4143950,5841.1671850,5737.5495750,5813.6093100,43434
20150702,000000,5813.6093100,5833.4509800,5778.3352300,5809.2000500,28610
20150703,000000,5810.3023650,5836.7579250,5756.2889300,5769.5167100,16161
20150705,000000,5800.3815300,5800.3815300,5640.5458550,5663.6944700,15688
20150706,000000,5663.6944700,5663.6944700,5520.3935200,5568.8953800,67532
20150707,000000,5568.8953800,5576.6115850,5262.4518100,5363.8647900,122870
20150708,000000,5363.8647900,5588.7370500,5249.2240300,5547.9513950,104469
20150709,000000,5549.0537100,5724.3217950,5532.5189850,5627.3180750,66878
20150710,000000,5626.2157600,5628.4203900,5558.9745450,5604.1694600,28624
20150712,000000,5577.7139000,5598.6578850,5504.9611100,5523.7004650,8885
20150713,000000,5521.4958350,5653.7736350,5503.8587950,5584.3277900,36711
20150714,000000,5584.3277900,5628.4203900,5531.4166700,5596.4532550,26506
20150715,000000,5597.5555700,5673.6153050,5513.7796300,5571.1000100,40448
20150716,000000,5573.3046400,5609.6810350,5539.1328750,5574.4069550,26460
20150717,000000,5574.4069550,5585.4301050,5458.6638800,5502.7564800,32536
20150719,000000,5504.9611100,5518.1888900,5435.5152650,5449.8453600,6921
20150720,000000,5448.7430450,5511.5750000,5442.1291550,5474.0962900,32556
20150721,000000,5474.0962900,5546.8490800,5390.3203500,5410.1620200,36109
20150722,000000,5410.1620200,5412.3666500,5306.5444100,5382.6041450,42624
20150723,000000,5382.6041450,5401.3435000,5187.4943900,5231.5869900,56587
20150724,000000,5231.5869900,5288.9073700,5181.9828150,5269.0657000,39127
20150726,000000,5255.8379200,5263.5541250,5226.0754150,5250.3263450,7643
20150727,000000,5250.3263450,5265.7587550,5153.3226250,5219.4615250,42026
20150728,000000,5219.4615250,5392.5249800,5197.4152250,5332.9999700,51952
20150729,000000,5334.1022850,5339.6138600,5262.4518100,5307.6467250,36520
20150730,000000,5306.5444100,5312.0559850,5199.6198550,5241.5078250,37136
20150731,000000,5240.4055100,5282.2934800,5176.4712400,5189.6990200,37301
20150802,000000,5194.1082800,5209.5406900,5170.9596650,5183.0851300,10219
20150803,000000,5183.0851300,5205.1314300,5118.0485450,5156.6295700,46759
20150804,000000,5155.5272550,5234.8939350,5153.3226250,5172.0619800,35786
20150805,000000,5172.0619800,5207.3360600,5153.3226250,5195.2105950,36347
20150806,000000,5196.3129100,5202.9268000,5125.7647500,5143.4017900,31665
20150807,000000,5143.4017900,5189.6990200,5099.3091900,5126.8670650,42685
20150809,000000,5114.7416000,5137.8902150,5087.1837250,5136.7879000,6028
20150810,000000,5136.7879000,5355.0462700,5135.6855850,5240.4055100,64396
20150811,000000,5239.3031950,5264.6564400,5054.1142750,5059.6258500,67501
20150812,000000,5058.5235350,5198.5175400,5054.1142750,5151.1179950,52279
20150813,000000,5151.1179950,5252.5309750,5150.0156800,5181.9828150,32187
20150814,000000,5183.0851300,5217.2568950,5144.5041050,5165.4480900,28334
20150816,000000,5168.7550350,5177.5735550,5120.2531750,5143.4017900,5156
20150817,000000,5142.2994750,5162.1411450,5091.5929850,5116.9462300,30132
20150818,000000,5116.9462300,5118.0485450,4993.4869500,5025.4540850,45376
20150819,000000,5026.5564000,5064.0351100,4983.5661150,5022.1471400,41320
20150820,000000,5022.1471400,5142.2994750,5014.4309350,5099.3091900,49231
20150821,000000,5098.2068750,5105.9230800,5015.5332500,5060.7281650,33420
20150823,000000,5057.4212200,5062.9327950,4940.5758300,4953.8036100,14391
20150824,000000,4952.7012950,5035.3749200,4870.0276700,5021.0448250,63184
20150825,000000,5022.1471400,5112.5369700,4951.5989800,5055.2165900,52027
20150826,000000,5055.2165900,5066.2397400,4930.6549950,5038.6818650,34848
20150827,000000,5038.6818650,5179.7781850,5027.6587150,5132.3786400,22904
20150828,000000,5130.1740100,5220.5638400,5090.4906700,5154.4249400,2960
20150830,000000,5152.2203100,5152.2203100,5124.6624350,5133.4809550,120
20150831,000000,5140.0948450,5164.3457750,5057.4212200,5141.1971600,5112
20150901,000000,5140.0948450,5152.2203100,5041.9888100,5090.4906700,39300
20150902,000000,5090.4906700,5173.1642950,5067.3420550,5148.9133650,35870
20150903,000000,5148.9133650,5330.7953400,5148.9133650,5193.0059650,46590
20150904,000000,5193.0059650,5227.1777300,5083.8767800,5097.1045600,34804
20150906,000000,5112.5369700,5133.4809550,5086.0814100,5129.0716950,3443
20150907,000000,5129.0716950,5212.8476350,5120.2531750,5157.7318850,20979
20150908,000000,5157.7318850,5457.5615650,5132.3786400,5424.4921150,79496
20150909,000000,5426.6967450,5438.8222100,5331.8976550,5353.9439550,46835
20150910,000000,5352.8416400,5450.9476750,5350.6370100,5414.5712800,38866
20150911,000000,5415.6735950,5432.2083200,5337.4092300,5405.7527600,35508
20150913,000000,5403.5481300,5413.4689650,5364.9671050,5368.2740500,3891
20150914,000000,5370.4786800,5377.0925700,5291.1120000,5327.4883950,34077
20150915,000000,5326.3860800,5362.7624750,5265.7587550,5331.8976550,32590
20150916,000000,5332.9999700,5455.3569350,5319.7721900,5426.6967450,41818
20150917,000000,5425.5944300,5496.1425900,5363.8647900,5385.9110900,37514
20150918,000000,5385.9110900,5434.4129500,5230.4846750,5247.0194000,50232
20150920,000000,5248.1217150,5261.3494950,5208.4383750,5245.9170850,6135
20150921,000000,5247.0194000,5321.9768200,5242.6101400,5245.9170850,28023
20150922,000000,5245.9170850,5264.6564400,5038.6818650,5057.4212200,67507
20150923,000000,5057.4212200,5125.7647500,5048.6027000,5077.2628900,33875
20150924,000000,5076.1605750,5104.8207650,5011.1239900,5093.7976150,44091
20150925,000000,5093.7976150,5114.7416000,5019.9425100,5029.8633450,27954
20150927,000000,5026.5564000,5076.1605750,5023.2494550,5055.2165900,5035
20150928,000000,5054.1142750,5057.4212200,4919.6318450,4929.5526800,41102
20150929,000000,4928.4503650,5003.4077850,4906.4040650,4998.9985250,35289
20150930,000000,5000.1008400,5239.3031950,4998.9985250,5230.4846750,57619
20151001,000000,5231.5869900,5233.7916200,5064.0351100,5076.1605750,42644
20151002,000000,5076.1605750,5173.1642950,5011.1239900,5169.8573500,37081
20151004,000000,5148.9133650,5201.8244850,5147.8110500,5177.5735550,3537
20151005,000000,5178.6758700,5232.6893050,5135.6855850,5170.9596650,30131
20151006,000000,5168.7550350,5238.2008800,5126.8670650,5221.6661550,31515
20151007,000000,5220.5638400,5282.2934800,5154.4249400,5180.8805000,43527
20151008,000000,5180.8805000,5273.4749600,5110.3323400,5267.9633850,45029
20151009,000000,5267.9633850,5373.7856250,5260.2471800,5334.1022850,54690
20151011,000000,5331.8976550,5355.0462700,5299.9305200,5347.3300650,5571
20151012,000000,5348.4323800,5372.6833100,5262.4518100,5271.2703300,30053
20151013,000000,5271.2703300,5314.2606150,5240.4055100,5284.4981100,33353
20151014,000000,5284.4981100,5358.3532150,5241.5078250,5355.0462700,31975
20151015,000000,5357.2509000,5369.3763650,5295.5212600,5327.4883950,34809
20151016,000000,5327.4883950,5329.6930250,5249.2240300,5293.3166300,31053
20151018,000000,5294.4189450,5305.4420950,5247.0194000,5273.4749600,6737
20151019,000000,5273.4749600,5285.6004250,5187.4943900,5193.0059650,31121
20151020,000000,5191.9036500,5253.6332900,5168.7550350,5195.2105950,36355
20151021,000000,5194.1082800,5221.6661550,5137.8902150,5206.2337450,39097
20151022,000000,5207.3360600,5302.1351500,5199.6198550,5238.2008800,45556
20151023,000000,5238.2008800,5330.7953400,5163.2434600,5177.5735550,53858
20151025,000000,5180.8805000,5195.2105950,5142.2994750,5188.5967050,4234
20151026,000000,5189.6990200,5249.2240300,5163.2434600,5195.2105950,33572
20151027,000000,5195.2105950,5247.0194000,5183.0851300,5198.5175400,31489
20151028,000000,5198.5175400,5230.4846750,5126.8670650,5180.8805000,49503
20151029,000000,5180.8805000,5201.8244850,5107.0253950,5133.4809550,41774
20151030,000000,5133.4809550,5153.3226250,5090.4906700,5105.9230800,30880
20151101,000000,5083.8767800,5114.7416000,5045.2957550,5110.3323400,9010
20151102,000000,5111.4346550,5129.0716950,5076.1605750,5116.9462300,29049
20151103,000000,5116.9462300,5163.2434600,5070.6490000,5155.5272550,45032
20151104,000000,5155.5272550,5207.3360600,5093.7976150,5099.3091900,47374
20151105,000000,5099.3091900,5120.2531750,4961.5198150,5001.2031550,61930
20151106,000000,5000.1008400,5004.5101000,4928.4503650,4944.9850900,43183
20151108,000000,4927.3480500,4962.6221300,4913.0179550,4950.4966650,4780
20151109,000000,4949.3943500,4961.5198150,4874.4369300,4889.8693400,36471
20151110,000000,4889.8693400,4942.7804600,4863.4137800,4878.8461900,39914
20151111,000000,4877.7438750,4909.7110100,4843.5721100,4881.0508200,35461
20151112,000000,4882.1531350,4908.6086950,4753.1822800,4767.5123750,54757
20151113,000000,4766.4100600,4789.5586750,4742.1591300,4766.4100600,30252
20151115,000000,4758.6938550,4786.2517300,4724.5220900,4765.3077450,6271
20151116,000000,4765.3077450,4765.3077450,4554.7655800,4581.2211400,63291
20151117,000000,4582.3234550,4692.5549550,4556.9702100,4598.8581800,47102
20151118,000000,4597.7558650,4635.2345750,4539.3331700,4572.4026200,40916
20151119,000000,4572.4026200,4615.3929050,4545.9470600,4605.4720700,40956
20151120,000000,4604.3697550,4636.3368900,4476.5012150,4494.1382550,41560
20151122,000000,4502.9567750,4529.4123350,4412.5669450,4419.1808350,17896
20151123,000000,4418.0785200,4497.4452000,4412.5669450,4472.0919550,50024
20151124,000000,4470.9896400,4563.5841000,4446.7387100,4528.3100200,53123
20151125,000000,4528.3100200,4680.4294900,4470.9896400,4618.6998500,30169
20151126,000000,4617.5975350,4641.8484650,4565.7887300,4596.6535500,5376
20151127,000000,4597.7558650,4597.7558650,4502.9567750,4525.0030750,2775
20151129,000000,4547.0493750,4573.5049350,4480.9104750,4515.0822400,371
20151130,000000,4511.7752950,4593.3466050,4499.6498300,4571.3003050,13903
20151201,000000,4572.4026200,4604.3697550,4531.6169650,4556.9702100,45288
20151202,000000,4556.9702100,4574.6072500,4474.2965850,4502.9567750,50336
20151203,000000,4502.9567750,4550.3563200,4465.4780650,4540.4354850,50688
20151204,000000,4541.5378000,4623.1091100,4519.4915000,4576.8118800,41769
20151206,000000,4573.5049350,4617.5975350,4571.3003050,4604.3697550,4468
20151207,000000,4604.3697550,4607.6767000,4504.0590900,4511.7752950,34945
20151208,000000,4511.7752950,4572.4026200,4487.5243650,4551.4586350,38540
20151209,000000,4549.2540050,4622.0067950,4540.4354850,4556.9702100,45003
20151210,000000,4555.8678950,4647.3600400,4531.6169650,4640.7461500,34220
20151211,000000,4641.8484650,4714.6012550,4637.4392050,4659.4855050,52018
20151213,000000,4656.1785600,4690.3503250,4641.8484650,4663.8947650,7460
20151214,000000,4663.8947650,4673.8156000,4609.8813300,4625.3137400,33869
20151215,000000,4624.2114250,4627.5183700,4508.4683500,4550.3563200,54037
20151216,000000,4549.2540050,4608.7790150,4523.9007600,4548.1516900,43556
20151217,000000,4548.1516900,4567.9933600,4484.2174200,4562.4817850,40153
20151218,000000,4562.4817850,4660.5878200,4562.4817850,4647.3600400,47316
20151220,000000,4671.6109700,4677.1225450,4634.1322600,4657.2808750,5006
20151221,000000,4657.2808750,4726.7267200,4645.1554100,4684.8387500,34894
20151222,000000,4678.2248600,4696.9642150,4630.8253150,4681.5318050,27056
20151223,000000,4683.7364350,4703.5781050,4648.4623550,4693.6572700,25066
20151224,000000,4692.5549550,4693.6572700,4653.9739300,4677.1225450,10938
20151227,000000,4689.2480100,4691.4526400,4617.5975350,4628.6206850,4543
20151228,000000,4628.6206850,4644.0530950,4576.8118800,4638.5415200,22629
20151229,000000,4639.6438350,4769.7170050,4637.4392050,4699.1688450,36089
20151230,000000,4699.1688450,4736.6475550,4687.0433800,4726.7267200,22825
20151231,000000,4726.7267200,4733.3406100,4667.2017100,4706.8850500,18816
20160103,000000,4703.5781050,4716.8058850,4625.3137400,4634.1322600,11266
20160104,000000,4634.1322600,4634.1322600,4561.3794700,4597.7558650,47480
20160105,000000,4598.8581800,4655.0762450,4585.6304000,4607.6767000,40444
20160106,000000,4607.6767000,4616.4952200,4529.4123350,4549.2540050,42924
20160107,000000,4548.1516900,4550.3563200,4387.2137000,4467.6826950,102780
20160108,000000,4467.6826950,4522.7984450,4433.5109300,4442.3294500,40046
20160110,000000,4437.9201900,4443.4317650,4371.7812900,4387.2137000,13994
20160111,000000,4386.1113850,4389.4183300,4328.7910050,4339.8141550,53965
20160112,000000,4339.8141550,4367.3720300,4304.5400750,4349.7349900,49585
20160113,000000,4347.5303600,4365.1674000,4282.4937750,4340.9164700,48742
20160114,000000,4340.9164700,4391.6229600,4307.8470200,4337.6095250,47304
20160115,000000,4338.7118400,4345.3257300,4269.2659950,4295.7215550,36154
20160117,000000,4273.6752550,4348.6326750,4267.0613650,4323.2794300,9107
20160118,000000,4324.3817450,4415.8738900,4307.8470200,4408.1576850,29772
20160119,000000,4408.1576850,4437.9201900,4319.9724850,4348.6326750,45969
20160120,000000,4348.6326750,4389.4183300,4305.6423900,4347.5303600,48419
20160121,000000,4345.3257300,4419.1808350,4315.5632250,4418.0785200,49201
20160122,000000,4416.9762050,4459.9664900,4397.1345350,4415.8738900,39419
20160124,000000,4412.5669450,4425.7947250,4387.2137000,4401.5437950,5784
20160125,000000,4401.5437950,4442.3294500,4368.4743450,4403.7484250,38270
20160126,000000,4404.8507400,4518.3891850,4367.3720300,4507.3660350,60451
20160127,000000,4507.3660350,4575.7095650,4482.0127900,4528.3100200,50036
20160128,000000,4527.2077050,4558.0725250,4490.8313100,4526.1053900,45373
20160129,000000,4527.2077050,4562.4817850,4509.5706650,4543.7424300,32923
20160131,000000,4545.9470600,4554.7655800,4497.4452000,4498.5475150,8381
20160201,000000,4497.4452000,4550.3563200,4472.0919550,4529.4123350,39602
20160202,000000,4531.6169650,4602.1651250,4491.9336250,4531.6169650,46315
20160203,000000,4532.7192800,4668.3040250,4532.7192800,4666.0993950,57231
20160204,000000,4666.0993950,4713.4989400,4642.9507800,4652.8716150,51501
20160205,000000,4651.7693000,4690.3503250,4585.6304000,4606.5743850,40994
20160207,000000,4614.2905900,4619.8021650,4585.6304000,4601.0628100,3488
20160208,000000,4602.1651250,4644.0530950,4565.7887300,4615.3929050,34688
20160209,000000,4615.3929050,4638.5415200,4437.9201900,4472.0919550,57584
20160210,000000,4474.2965850,4502.9567750,4407.0553700,4431.3063000,41605
20160211,000000,4431.3063000,4476.5012150,4405.9530550,4447.8410250,38546
20160212,000000,4448.9433400,4506.2637200,4423.5900950,4483.1151050,26053
20160214,000000,4496.3428850,4587.8350300,4491.9336250,4585.6304000,11343
20160215,000000,4585.6304000,4596.6535500,4528.3100200,4575.7095650,24941
20160216,000000,4570.1979900,4588.9373450,4499.6498300,4512.8776100,37019
20160217,000000,4515.0822400,4587.8350300,4501.8544600,4560.2771550,38657
20160218,000000,4561.3794700,4591.1419750,4526.1053900,4588.9373450,31174
20160219,000000,4588.9373450,4617.5975350,4548.1516900,4585.6304000,29079
20160221,000000,4580.1188250,4649.5646700,4579.0165100,4641.8484650,5958
20160222,000000,4642.9507800,4693.6572700,4610.9836450,4619.8021650,35694
20160223,000000,4619.8021650,4652.8716150,4551.4586350,4577.9141950,33375
20160224,000000,4577.9141950,4670.5086550,4553.6632650,4639.6438350,25557
20160225,000000,4640.7461500,4644.0530950,4542.6401150,4602.1651250,15909
20160226,000000,4601.0628100,4754.2845950,4587.8350300,4661.6901350,5346
20160228,000000,4677.1225450,4680.4294900,4629.7230000,4630.8253150,93
20160229,000000,4626.4160550,4693.6572700,4619.8021650,4666.0993950,10653
20160301,000000,4667.2017100,4759.7961700,4658.3831900,4758.6938550,52109
20160302,000000,4758.6938550,4850.1860000,4747.6707050,4823.7304400,54027
20160303,000000,4821.5258100,4866.7207250,4816.0142350,4864.5160950,32732
20160304,000000,4922.9387900,5079.4675200,4895.3809150,4982.4638000,76214
20160306,000000,5017.7378800,5054.1142750,4949.3943500,4984.6684300,21308
20160307,000000,4983.5661150,5038.6818650,4931.7573100,4965.9290750,61346
20160308,000000,4965.9290750,4992.3846350,4857.9022050,4895.3809150,69820
20160309,000000,4895.3809150,4967.0313900,4883.2554500,4921.8364750,52626
20160310,000000,4920.7341600,4952.7012950,4865.6184100,4939.4735150,48227
20160311,000000,4937.2688850,4974.7475950,4919.6318450,4929.5526800,36713
20160313,000000,4935.0642550,5021.0448250,4922.9387900,4987.9753750,12435
20160314,000000,4987.9753750,5008.9193600,4899.7901750,4916.3249000,42567
20160315,000000,4915.2225850,4940.5758300,4865.6184100,4910.8133250,38046
20160316,000000,4910.8133250,5005.6124150,4906.4040650,5002.3054700,50713
20160317,000000,5002.3054700,5114.7416000,4979.1568550,5101.5138200,71982
20160318,000000,5101.5138200,5122.4578050,5017.7378800,5039.7841800,44328
20160320,000000,5053.0119600,5058.5235350,5005.6124150,5030.9656600,7782
20160321,000000,5032.0679750,5075.0582600,5004.5101000,5034.2726050,38897
20160322,000000,5034.2726050,5062.9327950,5008.9193600,5034.2726050,32797
20160323,000000,5033.1702900,5047.5003850,4917.4272150,4935.0642550,53655
20160324,000000,4937.2688850,4940.5758300,4862.3114650,4933.9619400,42144
20160327,000000,4930.6549950,4943.8827750,4922.9387900,4941.6781450,2082
20160328,000000,4941.6781450,4972.5429650,4897.5855450,4925.1434200,23426
20160329,000000,4924.0411050,4929.5526800,4832.5489600,4844.6744250,62250
20160330,000000,4845.7767400,4870.0276700,4785.1494150,4800.5818250,53323
20160331,000000,4801.6841400,4852.3906300,4775.2285800,4816.0142350,60196
20160401,000000,4817.1165500,4859.0045200,4758.6938550,4781.8424700,45771
20160403,000000,4773.0239500,4790.6609900,4743.2614450,4758.6938550,3031
20160404,000000,4757.5915400,4782.9447850,4710.1919950,4748.7730200,44227
20160405,000000,4749.8753350,4763.1031150,4699.1688450,4739.9545000,44719
20160406,000000,4739.9545000,4747.6707050,4696.9642150,4730.0336650,44822
20160407,000000,4730.0336650,4746.5683900,4556.9702100,4591.1419750,79880
20160408,000000,4591.1419750,4622.0067950,4565.7887300,4598.8581800,48530
20160410,000000,4595.5512350,4640.7461500,4594.4489200,4634.1322600,8552
20160411,000000,4633.0299450,4635.2345750,4571.3003050,4610.9836450,46134
20160412,000000,4608.7790150,4806.0934000,4606.5743850,4767.5123750,75781
20160413,000000,4767.5123750,4796.1725650,4731.1359800,4768.6146900,56836
20160414,000000,4768.6146900,4799.4795100,4719.0105150,4765.3077450,42160
20160415,000000,4764.2054300,4771.9216350,4707.9873650,4748.7730200,37615
20160417,000000,4732.2382950,4764.2054300,4699.1688450,4734.4429250,11681
20160418,000000,4735.5452400,4806.0934000,4691.4526400,4758.6938550,51305
20160419,000000,4759.7961700,4911.9156400,4723.4197750,4886.5623950,71060
20160420,000000,4886.5623950,4956.0082400,4835.8559050,4948.2920350,54804
20160421,000000,4949.3943500,5034.2726050,4890.9716550,4933.9619400,78775
20160422,000000,4933.9619400,5075.0582600,4933.9619400,4993.4869500,56459
20160424,000000,4994.5892650,5006.7147300,4972.5429650,4987.9753750,7263
20160425,000000,4986.8730600,5010.0216750,4914.1202700,4933.9619400,37563
20160426,000000,4932.8596250,4965.9290750,4899.7901750,4918.5295300,32423
20160427,000000,4918.5295300,4924.0411050,4836.9582200,4901.9948050,22185
20160428,000000,4901.9948050,4981.3614850,4853.4929450,4965.9290750,11287
20160429,000000,4968.1337050,5067.3420550,4950.4966650,5030.9656600,52712
20160501,000000,5041.9888100,5041.9888100,4997.8962100,5014.4309350,2992
20160502,000000,5013.3286200,5057.4212200,4937.2688850,4947.1897200,36098
20160503,000000,4947.1897200,4989.0776900,4857.9022050,4882.1531350,60852
20160504,000000,4881.0508200,4898.6878600,4800.5818250,4813.8096050,56282
20160505,000000,4813.8096050,4824.8327550,4721.2151450,4738.8521850,61090
20160506,000000,4736.6475550,4784.0471000,4707.9873650,4744.3637600,49736
20160508,000000,4747.6707050,4750.9776500,4664.9970800,4685.9410650,17238
20160509,000000,4684.8387500,4688.1456950,4625.3137400,4662.7924500,61155
20160510,000000,4662.7924500,4673.8156000,4608.7790150,4655.0762450,56356
20160511,000000,4655.0762450,4700.2711600,4616.4952200,4681.5318050,58808
20160512,000000,4680.4294900,4715.7035700,4539.3331700,4582.3234550,88930
20160513,000000,4583.4257700,4599.9604950,4547.0493750,4581.2211400,44979
20160515,000000,4563.5841000,4584.5280850,4547.0493750,4575.7095650,8675
20160516,000000,4575.7095650,4644.0530950,4573.5049350,4619.8021650,51128
20160517,000000,4620.9044800,4655.0762450,4559.1748400,4570.1979900,56602
20160518,000000,4571.3003050,4594.4489200,4515.0822400,4548.1516900,63753
20160519,000000,4549.2540050,4571.3003050,4493.0359400,4563.5841000,52496
20160520,000000,4563.5841000,4598.8581800,4522.7984450,4533.8215950,38949
20160522,000000,4527.2077050,4547.0493750,4509.5706650,4538.2308550,6207
20160523,000000,4538.2308550,4550.3563200,4505.1614050,4533.8215950,42857
20160524,000000,4533.8215950,4606.5743850,4517.2868700,4597.7558650,57520
20160525,000000,4598.8581800,4657.2808750,4574.6072500,4653.9739300,56844
20160526,000000,4653.9739300,4684.8387500,4608.7790150,4646.2577250,48317
20160527,000000,4646.2577250,4695.8619000,4639.6438350,4653.9739300,37105
20160529,000000,4647.3600400,4656.1785600,4622.0067950,4628.6206850,4118
20160530,000000,4626.4160550,4650.6669850,4610.9836450,4644.0530950,13186
20160531,000000,4644.0530950,4664.9970800,4558.0725250,4566.8910450,63168
20160601,000000,4565.7887300,4581.2211400,4522.7984450,4565.7887300,58334
20160602,000000,4564.6864150,4581.2211400,4537.1285400,4573.5049350,43753
20160603,000000,4573.5049350,4707.9873650,4572.4026200,4673.8156000,72254
20160605,000000,4673.8156000,4711.2943100,4664.9970800,4702.4757900,9794
20160606,000000,4701.3734750,4728.9313500,4639.6438350,4658.3831900,50567
20160607,000000,4657.2808750,4657.2808750,4508.4683500,4543.7424300,82901
20160608,000000,4543.7424300,4588.9373450,4527.2077050,4580.1188250,48039
20160609,000000,4580.1188250,4597.7558650,4437.9201900,4483.1151050,64009
20160610,000000,4483.1151050,4504.0590900,4447.8410250,4467.6826950,35397
20160612,000000,4480.9104750,4547.0493750,4455.5572300,4532.7192800,13378
20160613,000000,4533.8215950,4554.7655800,4482.0127900,4531.6169650,47318
20160614,000000,4530.5146500,4541.5378000,4479.8081600,4540.4354850,45337
20160615,000000,4540.4354850,4671.6109700,4517.2868700,4592.2442900,73091
20160616,000000,4593.3466050,4593.3466050,4487.5243650,4556.9702100,62267
20160617,000000,4556.9702100,4571.3003050,4509.5706650,4527.2077050,39365
20160619,000000,4528.3100200,4580.1188250,4525.0030750,4566.8910450,6065
20160620,000000,4567.9933600,4628.6206850,4542.6401150,4593.3466050,48545
20160621,000000,4593.3466050,4696.9642150,4565.7887300,4667.2017100,62745
20160622,000000,4668.3040250,4727.8290350,4656.1785600,4692.5549550,50245
20160623,000000,4691.4526400,4796.1725650,4554.7655800,4616.4952200,79023
20160624,000000,4616.4952200,4689.2480100,4584.5280850,4659.4855050,44879
20160626,000000,4656.1785600,4676.0202300,4628.6206850,4653.9739300,5261
20160627,000000,4652.8716150,4757.5915400,4648.4623550,4746.5683900,37197
20160628,000000,4746.5683900,4813.8096050,4744.3637600,4779.6378400,21958
20160629,000000,4778.5355250,4844.6744250,4762.0008000,4834.7535900,2470
20160630,000000,4835.8559050,4860.1068350,4789.5586750,4846.8790550,6916
20160701,000000,4847.9813700,4932.8596250,4769.7170050,4897.5855450,56464
20160703,000000,4916.3249000,4954.9059250,4866.7207250,4927.3480500,11914
20160704,000000,4927.3480500,4956.0082400,4835.8559050,4844.6744250,34323
20160705,000000,4844.6744250,4868.9253550,4766.4100600,4804.9910850,66354
20160706,000000,4803.8887700,4828.1397000,4702.4757900,4754.2845950,63851
20160707,000000,4754.2845950,4763.1031150,4666.0993950,4682.6341200,51121
20160708,000000,4683.7364350,4722.3174600,4666.0993950,4682.6341200,35140
20160710,000000,4684.8387500,4771.9216350,4677.1225450,4754.2845950,9394
20160711,000000,4754.2845950,4778.5355250,4724.5220900,4749.8753350,41828
20160712,000000,4749.8753350,5021.0448250,4733.3406100,4984.6684300,92032
20160713,000000,4984.6684300,5014.4309350,4909.7110100,4941.6781450,65526
20160714,000000,4941.6781450,4975.8499100,4917.4272150,4942.7804600,48879
20160715,000000,4942.7804600,5007.8170450,4917.4272150,4922.9387900,50807
20160717,000000,4894.2786000,4922.9387900,4868.9253550,4903.0971200,12866
20160718,000000,4903.0971200,4952.7012950,4856.7998900,4919.6318450,63578
20160719,000000,4920.7341600,5001.2031550,4901.9948050,4949.3943500,63112
20160720,000000,4948.2920350,4991.2823200,4896.4832300,4985.7707450,54129
20160721,000000,4985.7707450,5011.1239900,4942.7804600,4956.0082400,48367
20160722,000000,4956.0082400,5005.6124150,4906.4040650,4929.5526800,55964
20160724,000000,4928.4503650,4951.5989800,4915.2225850,4929.5526800,7464
20160725,000000,4929.5526800,4946.0874050,4865.6184100,4883.2554500,50017
20160726,000000,4883.2554500,4926.2457350,4847.9813700,4905.3017500,46812
20160727,000000,4904.1994350,4917.4272150,4809.4003450,4870.0276700,58051
20160728,000000,4870.0276700,4908.6086950,4844.6744250,4851.2883150,45251
20160729,000000,4851.2883150,4937.2688850,4827.0373850,4913.0179550,46996
20160731,000000,4918.5295300,4925.1434200,4893.1762850,4909.7110100,6173
20160801,000000,4909.7110100,4954.9059250,4820.4234950,4861.2091500,51323
20160802,000000,4861.2091500,4950.4966650,4856.7998900,4864.5160950,60571
20160803,000000,4864.5160950,4868.9253550,4788.4563600,4825.9350700,61203
20160804,000000,4824.8327550,4828.1397000,4752.0799650,4799.4795100,59027
20160805,000000,4799.4795100,4809.4003450,4741.0568150,4759.7961700,36572
20160807,000000,4753.1822800,4793.9679350,4747.6707050,4788.4563600,5745
20160808,000000,4789.5586750,4808.2980300,4748.7730200,4759.7961700,37582
20160809,000000,4760.8984850,4766.4100600,4717.9082000,4758.6938550,41639
20160810,000000,4758.6938550,4861.2091500,4744.3637600,4802.7864550,64615
20160811,000000,4802.7864550,4838.0605350,4781.8424700,4810.5026600,34023
